,line,module,job_id,state,time
956,C,1,53,processing,2022-02-18T05:33:11.159200
957,C,1,46,storing_job,2022-02-18T09:14:34.465600
958,C,6,45,processing,2022-02-18T11:05:39.440800
959,B,1,36,storing_job,2022-02-18T04:05:00.913880
960,C,1,42,storing_job,2022-02-18T10:42:51.326000
961,B,5,35,processing,2022-02-18T09:26:49.296040
962,D,2,73,storing_job,2022-02-18T01:40:07.223600
963,B,1,25,waiting_on_next,2022-02-18T11:38:11.059360
964,C,5,44,waiting_on_precedent,2022-02-18T10:46:47.049800
965,B,6,22,waiting_on_precedent,2022-02-18T20:40:46.056560
966,C,6,42,fetching_job,2022-02-18T13:19:55.132600
967,A,1,3,fetching_job,2022-02-18T17:51:07.528800
968,C,4,46,storing_job,2022-02-18T10:07:15.290800
969,B,6,39,waiting_on_precedent,2022-02-18T01:00:00
970,C,5,63,waiting_on_precedent,2022-02-18T03:01:29.635600
971,A,3,9,fetching_job,2022-02-18T15:42:28.053600
972,C,1,62,fetching_job,2022-02-18T02:18:44.860400
973,A,3,8,fetching_job,2022-02-18T16:14:48.710400
974,B,3,33,storing_job,2022-02-18T08:35:31.413959
975,A,3,21,processing,2022-02-18T02:58:14.849000
976,C,1,58,processing,2022-02-18T03:40:21.071199
977,A,3,9,processing,2022-02-18T15:52:40.053600
978,C,7,53,fetching_job,2022-02-18T07:32:55.994000
979,B,1,23,waiting_on_next,2022-02-18T13:28:23.183560
980,A,1,10,fetching_job,2022-02-18T10:47:58.160600
981,D,1,73,fetching_job,2022-02-18T01:00:00
982,C,4,63,fetching_job,2022-02-18T02:56:29.434399
983,C,4,40,storing_job,2022-02-18T13:15:09.132600
984,C,3,59,waiting_on_precedent,2022-02-18T03:56:55.178600
985,C,7,53,fetching_job,2022-02-18T07:32:55.994000
986,C,2,59,storing_job,2022-02-18T03:55:31.835599
987,D,4,68,processing,2022-02-18T05:42:38.945400
988,B,3,30,storing_job,2022-02-18T10:45:25.560159
989,D,2,71,fetching_job,2022-02-18T02:05:48.982600
990,C,6,60,processing,2022-02-18T04:40:58.736400
991,C,5,55,processing,2022-02-18T06:23:50.598200
992,B,1,33,storing_job,2022-02-18T06:04:12.365960
993,D,2,72,processing,2022-02-18T01:46:47.223600
994,D,4,73,fetching_job,2022-02-18T02:06:41.435000
995,B,1,23,processing,2022-02-18T13:10:02.101760
996,A,2,9,processing,2022-02-18T14:20:14.204200
997,C,2,51,waiting_on_precedent,2022-02-18T06:30:07.197800
998,C,5,56,storing_job,2022-02-18T06:14:18.598200
999,B,2,29,processing,2022-02-18T10:19:19.413759
1000,B,5,24,waiting_on_precedent,2022-02-18T18:01:41.054560
1001,C,4,53,processing,2022-02-18T06:19:51.970200
1002,A,1,1,fetching_job,2022-02-18T19:58:59.693199
1003,A,2,5,fetching_job,2022-02-18T18:32:23.584200
1004,B,6,37,waiting_on_precedent,2022-02-18T08:25:31.674320
1005,B,6,23,processing,2022-02-18T20:13:28.220360
1006,C,2,45,storing_job,2022-02-18T09:44:26.968000
1007,C,2,65,fetching_job,2022-02-18T01:27:48.732000
1008,A,1,10,waiting_on_next,2022-02-18T11:25:35.349600
1009,C,7,43,waiting_on_precedent,2022-02-18T12:00:15.123600
1010,C,5,63,processing,2022-02-18T03:10:47.434399
1011,B,3,30,waiting_on_precedent,2022-02-18T09:55:15.477960
1012,C,1,54,processing,2022-02-18T05:06:53.026800
1013,A,3,2,waiting_on_precedent,2022-02-18T21:55:31.844199
1014,B,2,24,processing,2022-02-18T14:45:42.859759
1015,A,3,1,waiting_on_precedent,2022-02-18T22:42:22.210799
1016,C,6,57,storing_job,2022-02-18T06:01:11.812200
1017,C,2,53,processing,2022-02-18T06:00:47.970200
1018,C,5,58,processing,2022-02-18T05:22:46.706800
1019,C,1,45,fetching_job,2022-02-18T09:19:20.465600
1020,C,1,44,processing,2022-02-18T09:44:26.968000
1021,C,1,40,fetching_job,2022-02-18T11:17:27.652200
1022,C,2,53,fetching_job,2022-02-18T05:56:01.970200
1023,C,5,51,waiting_on_precedent,2022-02-18T07:25:44.453800
1024,A,1,16,storing_job,2022-02-18T05:31:56.374800
1025,A,2,16,fetching_job,2022-02-18T06:57:28.508600
1026,A,2,18,storing_job,2022-02-18T05:43:18.588200
1027,C,3,52,waiting_on_precedent,2022-02-18T06:15:05.970200
1028,C,2,45,fetching_job,2022-02-18T09:39:40.968000
1029,C,5,41,storing_job,2022-02-18T13:24:41.132600
1030,B,3,25,processing,2022-02-18T14:45:42.859759
1031,C,3,55,waiting_on_precedent,2022-02-18T05:26:02.107199
1032,C,1,46,storing_job,2022-02-18T09:14:34.465600
1033,B,5,24,storing_job,2022-02-18T19:07:17.589560
1034,A,2,15,storing_job,2022-02-18T09:08:22.775400
1035,C,2,55,storing_job,2022-02-18T05:29:55.862799
1036,B,5,29,waiting_on_precedent,2022-02-18T13:23:01.225640
1037,D,2,66,waiting_on_next,2022-02-18T05:16:40.224200
1038,C,5,47,fetching_job,2022-02-18T10:18:11.049800
1039,D,4,70,waiting_on_precedent,2022-02-18T04:46:20.059400
1040,C,4,65,waiting_on_precedent,2022-02-18T01:00:00
1041,D,2,67,storing_job,2022-02-18T04:54:35.154600
1042,C,3,41,processing,2022-02-18T11:31:45.652200
1043,C,4,51,storing_job,2022-02-18T08:40:26.853800
1044,C,5,58,waiting_on_precedent,2022-02-18T04:57:51.917400
1045,A,1,8,storing_job,2022-02-18T13:59:50.204200
1046,B,6,39,fetching_job,2022-02-18T05:50:31.212320
1047,C,5,59,storing_job,2022-02-18T04:53:05.917400
1048,B,2,31,storing_job,2022-02-18T09:16:36.499560
1049,C,7,48,waiting_on_precedent,2022-02-18T10:25:27.254400
1050,C,3,56,fetching_job,2022-02-18T05:16:30.107199
1051,C,3,46,fetching_job,2022-02-18T09:43:27.467000
1052,B,6,26,waiting_on_precedent,2022-02-18T16:28:39.271160
1053,D,2,70,processing,2022-02-18T02:27:53.779400
1054,B,5,31,processing,2022-02-18T11:57:22.448440
1055,B,2,39,waiting_on_precedent,2022-02-18T01:00:00
1056,D,2,71,storing_job,2022-02-18T02:21:13.779400
1057,C,5,54,fetching_job,2022-02-18T06:43:40.210000
1058,B,2,24,processing,2022-02-18T14:45:42.859759
1059,C,4,58,waiting_on_precedent,2022-02-18T04:37:02.804600
1060,C,1,53,fetching_job,2022-02-18T05:28:25.159200
1061,B,2,35,storing_job,2022-02-18T06:39:33.648760
1062,B,3,25,fetching_job,2022-02-18T14:39:04.859759
1063,C,2,61,storing_job,2022-02-18T02:51:14.616000
1064,C,4,45,processing,2022-02-18T10:16:47.290800
1065,A,1,5,processing,2022-02-18T15:53:18.173400
1066,A,2,6,processing,2022-02-18T17:40:55.528800
1067,C,7,42,fetching_job,2022-02-18T13:29:27.132600
1068,C,4,61,storing_job,2022-02-18T03:43:22.270400
1069,C,6,43,waiting_on_precedent,2022-02-18T11:19:57.440800
1070,B,1,36,fetching_job,2022-02-18T03:34:56.690880
1071,C,2,48,fetching_job,2022-02-18T08:46:45.837600
1072,C,7,53,processing,2022-02-18T07:37:41.994000
1073,C,7,56,processing,2022-02-18T06:51:27.409200
1074,B,6,27,waiting_on_precedent,2022-02-18T15:44:39.556560
1075,C,6,53,processing,2022-02-18T07:28:09.994000
1076,C,5,58,storing_job,2022-02-18T05:22:46.706800
1077,C,7,40,fetching_job,2022-02-18T13:48:31.132600
1078,C,3,45,storing_job,2022-02-18T09:57:45.467000
1079,D,4,69,waiting_on_precedent,2022-02-18T05:17:59.448400
1080,C,6,51,storing_job,2022-02-18T09:11:28.498000
1081,B,2,34,fetching_job,2022-02-18T06:46:11.648760
1082,C,4,63,waiting_on_precedent,2022-02-18T02:32:38.914400
1083,B,5,22,processing,2022-02-18T20:13:28.220360
1084,C,7,57,processing,2022-02-18T06:10:43.812200
1085,D,1,66,waiting_on_next,2022-02-18T03:49:54.409200
1086,C,4,50,fetching_job,2022-02-18T08:46:45.837600
1087,D,2,66,fetching_job,2022-02-18T04:57:55.154600
1088,C,6,52,storing_job,2022-02-18T07:37:41.994000
1089,B,1,33,waiting_on_next,2022-02-18T05:44:08.344959
1090,C,1,50,processing,2022-02-18T07:49:18.804400
1091,B,5,29,fetching_job,2022-02-18T13:29:35.703360
1092,C,5,52,storing_job,2022-02-18T07:20:58.453800
1093,A,1,2,processing,2022-02-18T19:02:59.584200
1094,C,3,40,storing_job,2022-02-18T12:06:05.393000
1095,D,1,72,fetching_job,2022-02-18T01:22:50.369400
1096,B,5,28,fetching_job,2022-02-18T14:21:05.776960
1097,C,3,65,waiting_on_precedent,2022-02-18T01:00:00
1098,A,1,18,storing_job,2022-02-18T04:15:12.166200
1099,A,1,7,processing,2022-02-18T14:20:14.204200
1100,C,2,46,processing,2022-02-18T09:26:00.907200
1101,B,5,38,processing,2022-02-18T06:32:29.024559
1102,B,3,22,idle,2022-02-18T17:54:43.842559
1103,C,2,50,fetching_job,2022-02-18T08:11:48.157600
1104,B,4,39,processing,2022-02-18T03:27:51.912560
1105,B,1,26,waiting_on_next,2022-02-18T10:51:36.935959
1106,C,5,64,storing_job,2022-02-18T02:56:43.635600
1107,B,1,22,fetching_job,2022-02-18T14:02:04.314159
1108,B,6,22,idle,2022-02-18T21:31:08.116760
1109,D,1,67,storing_job,2022-02-18T03:30:19.544200
1110,B,4,34,processing,2022-02-18T08:57:53.299960
1111,B,5,34,storing_job,2022-02-18T10:43:02.797040
1112,C,5,59,waiting_on_precedent,2022-02-18T04:36:12.736400
1113,C,2,56,storing_job,2022-02-18T05:08:02.376600
1114,C,6,64,storing_job,2022-02-18T03:25:34.356800
1115,C,5,51,storing_job,2022-02-18T08:49:58.853800
1116,C,3,57,fetching_job,2022-02-18T04:51:30.653400
1117,B,1,25,fetching_job,2022-02-18T11:17:45.869360
1118,C,5,51,waiting_on_precedent,2022-02-18T07:25:44.453800
1119,A,2,3,processing,2022-02-18T20:09:11.693200
1120,C,4,53,waiting_on_precedent,2022-02-18T06:08:51.650800
1121,A,1,4,storing_job,2022-02-18T17:40:55.528800
1122,A,3,19,processing,2022-02-18T05:07:02.159400
1123,C,1,45,processing,2022-02-18T09:24:06.465600
1124,C,3,47,fetching_job,2022-02-18T09:33:55.467000
1125,B,2,31,fetching_job,2022-02-18T08:47:01.687760
1126,A,2,17,processing,2022-02-18T06:03:42.588200
1127,D,4,71,processing,2022-02-18T04:27:22.796000
1128,D,1,68,fetching_job,2022-02-18T02:51:11.925600
1129,B,1,32,processing,2022-02-18T06:17:28.365960
1130,C,6,62,processing,2022-02-18T03:59:25.279200
1131,B,5,27,fetching_job,2022-02-18T15:09:06.295760
1132,B,4,24,fetching_job,2022-02-18T17:17:48.692760
1133,C,5,59,fetching_job,2022-02-18T04:37:02.804600
1134,C,6,55,fetching_job,2022-02-18T06:46:41.409200
1135,B,5,22,fetching_job,2022-02-18T20:06:50.220360
1136,C,3,57,storing_job,2022-02-18T05:11:44.107199
1137,B,1,28,storing_job,2022-02-18T09:29:52.499560
1138,B,2,37,storing_job,2022-02-18T04:57:12.103759
1139,A,3,19,fetching_job,2022-02-18T04:56:50.159400
1140,B,6,35,waiting_on_precedent,2022-02-18T09:44:24.422840
1141,A,2,14,fetching_job,2022-02-18T09:18:34.775400
1142,B,3,36,storing_job,2022-02-18T06:33:09.464959
1143,B,6,29,processing,2022-02-18T14:05:25.353840
1144,C,6,60,waiting_on_precedent,2022-02-18T04:32:59.616199
1145,A,1,2,storing_job,2022-02-18T19:48:47.693199
1146,C,5,60,storing_job,2022-02-18T04:31:26.736400
1147,C,1,44,storing_job,2022-02-18T09:44:26.968000
1148,C,2,62,processing,2022-02-18T02:33:02.860400
1149,B,2,23,storing_job,2022-02-18T15:59:10.922759
1150,B,4,38,processing,2022-02-18T05:24:30.734639
1151,C,5,43,storing_job,2022-02-18T13:05:37.132600
1152,C,4,59,fetching_job,2022-02-18T04:27:30.804600
1153,A,3,21,waiting_on_precedent,2022-02-18T01:00:00
1154,C,5,44,storing_job,2022-02-18T10:58:44.590000
1155,C,5,64,processing,2022-02-18T02:37:24.914400
1156,B,6,22,processing,2022-02-18T21:01:10.357160
1157,B,2,24,storing_job,2022-02-18T15:16:06.354159
1158,C,3,46,processing,2022-02-18T09:48:13.467000
1159,C,2,54,fetching_job,2022-02-18T05:34:41.862799
1160,D,2,67,fetching_job,2022-02-18T04:24:49.661600
1161,B,2,34,storing_job,2022-02-18T06:52:49.648760
1162,C,5,40,fetching_job,2022-02-18T13:29:27.132600
1163,C,1,64,fetching_job,2022-02-18T01:27:48.732000
1164,C,5,61,processing,2022-02-18T03:55:29.243400
1165,B,2,34,processing,2022-02-18T06:52:49.648760
1166,C,6,60,storing_job,2022-02-18T04:53:36.912000
1167,C,6,48,fetching_job,2022-02-18T10:20:41.254400
1168,C,7,50,processing,2022-02-18T09:48:23.003800
1169,C,2,56,processing,2022-02-18T04:57:21.026800
1170,C,2,42,storing_job,2022-02-18T10:52:23.326000
1171,A,3,15,fetching_job,2022-02-18T09:18:34.775400
1172,C,5,63,fetching_job,2022-02-18T03:06:01.434399
1173,D,1,73,storing_job,2022-02-18T01:19:30.369400
1174,C,4,56,fetching_job,2022-02-18T05:27:32.706800
1175,A,3,1,processing,2022-02-18T23:23:36.186800
1176,C,5,44,processing,2022-02-18T10:58:44.590000
1177,C,7,48,fetching_job,2022-02-18T10:30:13.254400
1178,A,1,1,storing_job,2022-02-18T21:10:14.938199
1179,B,1,31,storing_job,2022-02-18T07:06:05.648760
1180,C,2,50,storing_job,2022-02-18T08:32:27.837600
1181,C,7,46,fetching_job,2022-02-18T11:00:53.440800
1182,C,6,42,storing_job,2022-02-18T13:24:41.132600
1183,B,5,29,waiting_on_precedent,2022-02-18T13:23:01.225640
1184,C,6,61,waiting_on_precedent,2022-02-18T04:04:11.279200
1185,C,4,43,fetching_job,2022-02-18T11:11:03.796000
1186,B,1,39,storing_job,2022-02-18T01:50:36.184640
1187,C,2,62,storing_job,2022-02-18T02:33:02.860400
1188,C,1,46,processing,2022-02-18T08:57:22.107000
1189,C,6,40,idle,2022-02-18T13:48:31.132600
1190,B,6,23,fetching_job,2022-02-18T20:06:50.220360
1191,C,4,41,storing_job,2022-02-18T11:41:17.652200
1192,B,5,35,fetching_job,2022-02-18T09:20:11.296040
1193,B,3,23,storing_job,2022-02-18T16:12:26.922759
1194,C,4,53,fetching_job,2022-02-18T06:15:05.970200
1195,C,2,43,fetching_job,2022-02-18T10:15:38.253000
1196,D,1,70,processing,2022-02-18T02:06:53.083200
1197,B,5,34,processing,2022-02-18T10:09:48.350040
1198,C,6,64,fetching_job,2022-02-18T03:01:29.635600
1199,C,5,43,processing,2022-02-18T11:25:21.796000
1200,B,6,30,processing,2022-02-18T13:29:39.225640
1201,B,1,29,storing_job,2022-02-18T08:53:39.687760
1202,C,6,58,waiting_on_precedent,2022-02-18T05:19:59.708800
1203,C,1,56,fetching_job,2022-02-18T04:25:22.057799
1204,C,6,65,storing_job,2022-02-18T02:34:45.173000
1205,B,3,34,processing,2022-02-18T07:32:39.368160
1206,A,2,14,storing_job,2022-02-18T10:17:22.160600
1207,C,2,60,waiting_on_precedent,2022-02-18T02:56:00.616000
1208,C,2,47,fetching_job,2022-02-18T08:56:17.837600
1209,C,3,55,fetching_job,2022-02-18T05:34:41.862799
1210,B,2,26,fetching_job,2022-02-18T12:50:08.101760
1211,C,1,61,storing_job,2022-02-18T02:41:42.616000
1212,B,4,30,fetching_job,2022-02-18T11:41:43.282360
1213,C,7,52,processing,2022-02-18T07:58:07.368800
1214,A,1,12,fetching_job,2022-02-18T08:29:48.361000
1215,C,5,53,storing_job,2022-02-18T06:57:58.210000
1216,C,4,43,storing_job,2022-02-18T11:15:49.796000
1217,A,2,5,storing_job,2022-02-18T19:28:23.693199
1218,C,2,63,fetching_job,2022-02-18T02:18:44.860400
1219,B,1,29,waiting_on_next,2022-02-18T08:24:20.530360
1220,C,6,47,storing_job,2022-02-18T10:46:35.440800
1221,C,7,47,waiting_on_precedent,2022-02-18T10:49:00.877000
1222,C,1,52,processing,2022-02-18T06:00:47.970200
1223,B,3,26,waiting_on_precedent,2022-02-18T13:03:24.101760
1224,C,2,42,processing,2022-02-18T10:52:23.326000
1225,C,1,50,fetching_job,2022-02-18T07:44:32.804400
1226,B,3,28,storing_job,2022-02-18T12:25:38.431160
1227,C,4,40,processing,2022-02-18T12:15:37.393000
1228,C,7,63,fetching_job,2022-02-18T03:54:44.151600
1229,A,3,15,waiting_on_precedent,2022-02-18T08:48:46.327400
1230,C,7,61,waiting_on_precedent,2022-02-18T04:19:21.939600
1231,C,6,55,fetching_job,2022-02-18T06:46:41.409200
1232,C,1,64,storing_job,2022-02-18T01:50:13.316800
1233,C,1,54,fetching_job,2022-02-18T05:02:07.026800
1234,B,5,23,fetching_job,2022-02-18T19:13:55.589560
1235,C,2,57,waiting_on_precedent,2022-02-18T04:09:49.835599
1236,A,2,18,fetching_job,2022-02-18T04:56:50.159400
1237,A,1,10,storing_job,2022-02-18T11:27:01.745000
1238,C,6,42,processing,2022-02-18T13:24:41.132600
1239,C,4,60,processing,2022-02-18T04:01:41.178600
1240,C,7,50,waiting_on_precedent,2022-02-18T09:21:00.498000
1241,D,4,73,waiting_on_precedent,2022-02-18T01:00:00
1242,C,7,60,processing,2022-02-18T05:03:08.912000
1243,D,3,67,storing_job,2022-02-18T06:09:42.585600
1244,A,3,16,processing,2022-02-18T08:19:36.361000
1245,B,6,25,waiting_on_precedent,2022-02-18T17:05:52.743560
1246,C,2,50,processing,2022-02-18T08:16:34.157600
1247,D,2,69,processing,2022-02-18T02:54:31.925600
1248,B,2,28,fetching_job,2022-02-18T11:04:29.869360
1249,C,2,49,storing_job,2022-02-18T08:41:59.837600
1250,C,3,49,processing,2022-02-18T08:51:31.837600
1251,B,1,31,processing,2022-02-18T07:06:05.648760
1252,C,4,56,processing,2022-02-18T05:32:18.706800
1253,B,3,39,storing_job,2022-02-18T03:14:35.912560
1254,D,4,66,fetching_job,2022-02-18T06:44:27.942200
1255,B,3,29,fetching_job,2022-02-18T11:04:29.869360
1256,C,4,58,fetching_job,2022-02-18T04:51:30.653400
1257,C,6,54,storing_job,2022-02-18T07:18:37.994000
1258,B,2,22,fetching_job,2022-02-18T16:05:48.922759
1259,B,3,32,waiting_on_precedent,2022-02-18T08:42:09.413959
1260,C,3,44,waiting_on_precedent,2022-02-18T10:02:31.467000
1261,C,3,59,storing_job,2022-02-18T04:22:44.804600
1262,B,1,30,fetching_job,2022-02-18T07:12:43.648760
1263,B,2,22,processing,2022-02-18T16:12:26.922759
1264,D,2,67,waiting_on_next,2022-02-18T04:36:18.422600
1265,B,3,32,processing,2022-02-18T08:53:39.687760
1266,C,7,51,fetching_job,2022-02-18T09:16:14.498000
1267,C,6,50,processing,2022-02-18T09:23:42.623600
1268,C,7,64,processing,2022-02-18T03:35:06.356800
1269,C,2,43,processing,2022-02-18T10:20:24.253000
1270,B,3,22,processing,2022-02-18T17:14:23.822559
1271,A,1,13,processing,2022-02-18T08:01:17.664600
1272,A,2,20,fetching_job,2022-02-18T02:48:02.849000
1273,C,2,55,processing,2022-02-18T05:17:34.376600
1274,A,2,3,storing_job,2022-02-18T20:58:34.871600
1275,C,1,42,processing,2022-02-18T10:20:07.563600
1276,C,4,56,processing,2022-02-18T05:32:18.706800
1277,C,7,49,processing,2022-02-18T10:25:27.254400
1278,B,5,37,storing_job,2022-02-18T08:30:19.536440
1279,A,2,19,processing,2022-02-18T04:00:42.697600
1280,B,5,39,fetching_job,2022-02-18T04:42:13.069840
1281,C,5,57,fetching_job,2022-02-18T05:27:32.706800
1282,C,3,40,processing,2022-02-18T12:06:05.393000
1283,B,4,27,storing_job,2022-02-18T15:00:58.223960
1284,A,2,1,idle,2022-02-18T23:13:24.186800
1285,A,1,10,processing,2022-02-18T10:58:10.160600
1286,A,3,3,fetching_job,2022-02-18T21:08:46.871600
1287,C,1,48,storing_job,2022-02-18T08:38:18.107000
1288,B,4,34,fetching_job,2022-02-18T08:51:15.299960
1289,B,5,27,processing,2022-02-18T15:15:44.295760
1290,C,4,46,fetching_job,2022-02-18T09:53:30.461600
1291,C,3,58,fetching_job,2022-02-18T04:27:30.804600
1292,C,3,59,fetching_job,2022-02-18T04:00:17.835599
1293,B,5,26,fetching_job,2022-02-18T16:00:14.310960
1294,A,1,4,processing,2022-02-18T16:56:25.383400
1295,B,5,31,storing_job,2022-02-18T12:36:31.668040
1296,C,7,40,processing,2022-02-18T13:53:17.132600
1297,C,1,40,idle,2022-02-18T11:51:47.393000
1298,A,1,16,processing,2022-02-18T04:56:00.166200
1299,A,2,19,storing_job,2022-02-18T04:46:38.159400
1300,C,6,49,waiting_on_precedent,2022-02-18T09:43:37.003800
1301,A,1,5,fetching_job,2022-02-18T15:43:06.173400
1302,B,2,29,fetching_job,2022-02-18T10:12:41.413759
1303,B,4,26,fetching_job,2022-02-18T15:07:36.223960
1304,B,1,34,processing,2022-02-18T04:56:58.619880
1305,C,1,48,storing_job,2022-02-18T08:38:18.107000
1306,C,3,60,processing,2022-02-18T03:43:22.270400
1307,C,4,65,processing,2022-02-18T02:00:35.177000
1308,C,6,53,fetching_job,2022-02-18T07:23:23.994000
1309,B,3,30,fetching_job,2022-02-18T10:12:41.413759
1310,C,6,54,processing,2022-02-18T07:00:59.409200
1311,B,6,38,waiting_on_precedent,2022-02-18T06:38:30.782320
1312,C,4,65,storing_job,2022-02-18T02:00:35.177000
1313,C,4,45,fetching_job,2022-02-18T10:12:01.290800
1314,B,4,28,processing,2022-02-18T13:36:13.703360
1315,B,4,39,waiting_on_precedent,2022-02-18T01:00:00
1316,A,2,9,storing_job,2022-02-18T15:08:44.074800
1317,B,4,33,storing_job,2022-02-18T10:12:45.920160
1318,A,3,21,waiting_on_precedent,2022-02-18T01:00:00
1319,C,3,51,storing_job,2022-02-18T08:30:54.853800
1320,B,2,37,processing,2022-02-18T04:23:00.672560
1321,B,6,30,waiting_on_precedent,2022-02-18T13:08:03.235240
1322,B,3,25,waiting_on_precedent,2022-02-18T14:33:46.851159
1323,D,4,69,processing,2022-02-18T05:21:21.559800
1324,A,2,6,storing_job,2022-02-18T18:22:11.584200
1325,A,1,6,processing,2022-02-18T15:02:45.384600
1326,A,2,7,fetching_job,2022-02-18T16:14:48.710400
1327,C,3,55,storing_job,2022-02-18T05:39:27.862799
1328,A,1,13,fetching_job,2022-02-18T07:51:05.664600
1329,C,4,49,storing_job,2022-02-18T09:29:40.461600
1330,B,3,29,waiting_on_precedent,2022-02-18T10:52:03.560159
1331,B,4,30,storing_job,2022-02-18T12:28:51.382760
1332,C,1,52,storing_job,2022-02-18T06:00:47.970200
1333,C,6,52,fetching_job,2022-02-18T07:32:55.994000
1334,C,5,49,storing_job,2022-02-18T09:49:32.353600
1335,C,6,51,fetching_job,2022-02-18T08:54:44.853800
1336,C,6,65,processing,2022-02-18T02:34:45.173000
1337,B,2,36,processing,2022-02-18T05:10:28.103759
1338,C,4,49,fetching_job,2022-02-18T09:10:19.460200
1339,C,5,56,fetching_job,2022-02-18T05:49:47.650800
1340,D,2,69,waiting_on_next,2022-02-18T03:07:12.485400
1341,C,6,51,storing_job,2022-02-18T09:11:28.498000
1342,B,5,33,fetching_job,2022-02-18T10:49:40.797040
1343,C,1,52,fetching_job,2022-02-18T05:56:01.970200
1344,D,2,68,processing,2022-02-18T04:03:36.771600
1345,C,4,50,storing_job,2022-02-18T08:51:31.837600
1346,B,1,24,fetching_job,2022-02-18T12:11:08.073160
1347,C,1,65,storing_job,2022-02-18T01:23:02.732000
1348,B,3,37,processing,2022-02-18T05:24:30.734639
1349,C,6,46,storing_job,2022-02-18T10:56:07.440800
1350,C,6,50,storing_job,2022-02-18T09:38:51.003800
1351,C,5,46,fetching_job,2022-02-18T10:27:43.049800
1352,B,3,35,storing_job,2022-02-18T07:19:23.368160
1353,C,7,60,fetching_job,2022-02-18T04:58:22.912000
1354,C,3,54,fetching_job,2022-02-18T05:44:13.862799
1355,C,5,57,processing,2022-02-18T05:32:18.706800
1356,C,5,41,fetching_job,2022-02-18T13:19:55.132600
1357,C,7,64,waiting_on_precedent,2022-02-18T02:58:54.558599
1358,C,7,43,fetching_job,2022-02-18T13:19:55.132600
1359,A,3,20,waiting_on_precedent,2022-02-18T03:37:36.936000
1360,A,2,13,storing_job,2022-02-18T11:06:37.745000
1361,B,4,38,fetching_job,2022-02-18T05:17:52.734639
1362,C,1,60,fetching_job,2022-02-18T02:46:28.616000
1363,C,5,41,processing,2022-02-18T13:24:41.132600
1364,B,1,28,waiting_on_next,2022-02-18T09:23:17.286560
1365,C,3,43,fetching_job,2022-02-18T10:44:26.590000
1366,C,1,40,storing_job,2022-02-18T11:47:01.393000
1367,B,3,30,processing,2022-02-18T10:19:19.413759
1368,B,3,28,waiting_on_precedent,2022-02-18T11:38:57.903759
1369,B,4,25,fetching_job,2022-02-18T15:47:57.192760
1370,B,2,37,fetching_job,2022-02-18T04:16:22.672560
1371,C,4,57,processing,2022-02-18T05:22:46.706800
1372,D,3,73,waiting_on_precedent,2022-02-18T01:00:00
1373,C,2,44,storing_job,2022-02-18T10:10:52.253000
1374,B,6,28,processing,2022-02-18T15:15:44.295760
1375,A,1,16,storing_job,2022-02-18T05:31:56.374800
1376,C,1,57,storing_job,2022-02-18T04:20:36.057799
1377,B,4,27,fetching_job,2022-02-18T14:21:05.776960
1378,D,3,67,fetching_job,2022-02-18T05:39:18.945400
1379,C,6,40,storing_job,2022-02-18T13:43:45.132600
1380,C,2,41,storing_job,2022-02-18T11:22:13.652200
1381,A,3,5,processing,2022-02-18T19:48:47.693199
1382,D,2,73,waiting_on_precedent,2022-02-18T01:00:00
1383,B,2,25,processing,2022-02-18T13:55:26.314159
1384,B,4,27,fetching_job,2022-02-18T14:21:05.776960
1385,A,2,18,processing,2022-02-18T05:07:02.159400
1386,B,3,23,waiting_on_precedent,2022-02-18T16:05:04.805960
1387,B,1,35,fetching_job,2022-02-18T04:11:38.913880
1388,C,6,44,processing,2022-02-18T11:15:11.440800
1389,C,2,55,fetching_job,2022-02-18T05:12:48.376600
1390,B,3,28,fetching_job,2022-02-18T11:57:52.073160
1391,A,1,18,processing,2022-02-18T03:35:53.755600
1392,C,6,55,storing_job,2022-02-18T06:51:27.409200
1393,C,2,47,processing,2022-02-18T09:01:03.837600
1394,C,3,51,processing,2022-02-18T08:16:34.157600
1395,A,3,10,fetching_job,2022-02-18T14:34:16.341000
1396,C,7,61,fetching_job,2022-02-18T04:32:59.616199
1397,C,2,43,storing_job,2022-02-18T10:20:24.253000
1398,B,3,29,storing_job,2022-02-18T11:32:19.903759
1399,B,1,30,processing,2022-02-18T07:19:21.648760
1400,C,5,48,fetching_job,2022-02-18T09:54:18.353600
1401,D,3,71,processing,2022-02-18T03:56:56.771600
1402,B,2,27,storing_job,2022-02-18T12:43:30.101760
1403,A,3,8,processing,2022-02-18T16:25:00.710400
1404,A,1,1,processing,2022-02-18T20:09:11.693200
1405,B,4,32,processing,2022-02-18T10:26:01.920160
1406,C,6,49,fetching_job,2022-02-18T09:54:18.353600
1407,B,4,37,processing,2022-02-18T06:32:29.024559
1408,B,6,38,processing,2022-02-18T07:46:07.013840
1409,B,3,33,processing,2022-02-18T08:15:34.745759
1410,C,2,61,storing_job,2022-02-18T02:51:14.616000
1411,B,1,37,processing,2022-02-18T03:02:45.632079
1412,C,2,46,fetching_job,2022-02-18T09:21:14.907200
